Gorai.001G000100.1	GO:0016429, GO:0030488
Gorai.005G130900.1	GO:0003735, GO:0006412, GO:0005840
Gorai.005G131100.1	GO:0008270
Gorai.005G131200.1	GO:0005515
Gorai.005G131300.1	GO:0004650, GO:0005975
Gorai.005G131500.1	GO:0016491, GO:0050660, GO:0055114, GO:0045454, GO:0005737
Gorai.005G131600.1	GO:0016627, GO:0006629, GO:0005737, GO:0016021
Gorai.005G131800.1	GO:0005509, GO:0007165, GO:0005578
Gorai.005G132000.1	GO:0004719, GO:0006464, GO:0008168, GO:0008610, GO:0008757, GO:0009312, GO:0009877, GO:0008152
Gorai.005G132100.1	GO:0008308, GO:0006820, GO:0044070, GO:0055085, GO:0005741
Gorai.005G132200.1	GO:0005515
Gorai.005G132300.1	GO:0008270, GO:0016832, GO:0005975, GO:0004616, GO:0006098, GO:0055114
Gorai.005G132400.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G132500.1	GO:0016853, GO:0005975
Gorai.005G132900.1	GO:0008762, GO:0016491, GO:0050660, GO:0055114
Gorai.005G133000.1	GO:0009055, GO:0015035, GO:0045454
Gorai.005G133100.1	GO:0005515
Gorai.005G133200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G133300.1	GO:0031072, GO:0051082, GO:0006457
Gorai.005G133500.1	GO:0016787
Gorai.005G133600.1	GO:0005515, GO:0005216, GO:0006811, GO:0055085, GO:0016020
Gorai.005G133700.1	GO:0003676
Gorai.005G134000.1	GO:0004371, GO:0006071
Gorai.005G134100.1	GO:0005524, GO:0016887, GO:0016020
Gorai.005G134200.1	GO:0008270
Gorai.005G134300.1	GO:0016787
Gorai.005G135000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G135200.1	GO:0005215, GO:0006810, GO:0016020
Gorai.005G135500.1	GO:0016787
Gorai.005G135700.1	GO:0005515
Gorai.005G135800.1	GO:0005524, GO:0044267
Gorai.005G135900.1	GO:0006820, GO:0016021
Gorai.005G136700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G136800.1	GO:0005515
Gorai.005G137100.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386
Gorai.005G137400.1	GO:0008373, GO:0006486, GO:0030173
Gorai.005G137700.1	GO:0022904, GO:0016020
Gorai.005G138100.1	GO:0003700, GO:0006355, GO:0003677
Gorai.005G138300.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840, GO:0009536
Gorai.005G138500.1	GO:0017089, GO:0051861, GO:0046836, GO:0005737
Gorai.005G138600.1	GO:0005215, GO:0006857, GO:0016020
Gorai.005G138700.1	GO:0008219, GO:0016021
Gorai.005G138800.1	GO:0005215, GO:0006857, GO:0016020
Gorai.005G138900.1	GO:0005215, GO:0006857, GO:0016020
Gorai.005G139000.1	GO:0006355, GO:0005515
Gorai.005G139100.1	GO:0008308, GO:0006820, GO:0044070, GO:0055085, GO:0005741
Gorai.005G139200.1	GO:0003824, GO:0043169, GO:0005975, GO:0004556, GO:0005509
Gorai.005G139300.1	GO:0004185, GO:0006508
Gorai.005G139400.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G139500.1	GO:0003677
Gorai.005G139600.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.005G139800.1	GO:0003676
Gorai.005G140100.1	GO:0003755, GO:0006457
Gorai.005G140200.1	GO:0003677, GO:0046983
Gorai.005G140400.1	GO:0046872
Gorai.005G140500.1	GO:0003824, GO:0008152
Gorai.005G140600.1	GO:0005506, GO:0016491, GO:0006633, GO:0055114
Gorai.005G140800.1	GO:0005506, GO:0016491, GO:0006633, GO:0055114
Gorai.005G140900.1	GO:0005506, GO:0016491, GO:0006633, GO:0055114
Gorai.005G141000.1	GO:0005506, GO:0016491, GO:0006633, GO:0055114
Gorai.005G141200.1	GO:0003677, GO:0006355
Gorai.005G141700.1	GO:0016614, GO:0050660, GO:0055114
Gorai.005G141800.1	GO:0005515
Gorai.005G141900.1	GO:0003677
Gorai.005G142000.1	GO:0003677
Gorai.005G142100.1	GO:0003677, GO:0046983
Gorai.005G142300.1	GO:0003677, GO:0006355
Gorai.005G142500.1	GO:0016021
Gorai.005G142600.1	GO:0005515
Gorai.005G142800.1	GO:0006810, GO:0016021
Gorai.005G142900.1	GO:0005515, GO:0004672, GO:0005524, GO:0006468
Gorai.005G143500.1	GO:0016757
Gorai.005G143700.1	GO:0004635, GO:0000105
Gorai.005G143800.1	GO:0003723, GO:0003746, GO:0043022, GO:0006452, GO:0045901, GO:0045905
Gorai.005G144300.1	GO:0005515
Gorai.005G144500.1	GO:0003700, GO:0043565, GO:0006355
Gorai.005G144700.1	GO:0016616, GO:0051287, GO:0055114
Gorai.005G145000.1	GO:0008168, GO:0008152
Gorai.005G145200.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G145300.1	GO:0005515
Gorai.005G145500.1	GO:0008759, GO:0009245
Gorai.005G145700.1	GO:0000156, GO:0000160, GO:0006355
Gorai.005G145900.1	GO:0006744
Gorai.005G146000.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.005G146100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G146300.1	GO:0016021
Gorai.005G146500.1	GO:0020037
Gorai.005G146800.1	GO:0003677, GO:0005634
Gorai.005G146900.1	GO:0004252, GO:0006508
Gorai.005G147200.1	GO:0003677, GO:0046983, GO:0003700, GO:0006355, GO:0005634
Gorai.005G147400.1	GO:0016597, GO:0008152
Gorai.005G147500.1	GO:0043565
Gorai.005G147600.1	GO:0016788
Gorai.005G148000.1	GO:0016787
Gorai.005G148100.1	GO:0005524, GO:0051082, GO:0006457, GO:0006950
Gorai.005G148400.1	GO:0016787, GO:0003824, GO:0030976, GO:0008152
Gorai.005G148500.1	GO:0046873, GO:0030001, GO:0055085, GO:0016020
Gorai.005G148600.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.005G148700.1	GO:0008083, GO:0008283, GO:0005576
Gorai.005G148900.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.005G149000.1	GO:0005515
Gorai.005G149100.1	GO:0004014, GO:0006597, GO:0008295
Gorai.005G149400.1	GO:0008378, GO:0006486, GO:0016020
Gorai.005G149500.1	GO:0008759, GO:0009245
Gorai.005G149600.1	GO:0003824
Gorai.005G149700.1	GO:0008152
Gorai.005G149900.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.005G150100.1	GO:0003700, GO:0043565, GO:0006355
Gorai.005G150300.1	GO:0003824, GO:0008152
Gorai.005G150400.1	GO:0016020, GO:0005515
Gorai.005G150500.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.005G150600.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.005G150700.1	GO:0005515, GO:0003723, GO:0006396
Gorai.005G151100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G151200.1	GO:0003924, GO:0005525
Gorai.005G151400.1	GO:0009055, GO:0015035, GO:0045454, GO:0035556
Gorai.005G151500.1	GO:0003676, GO:0008270, GO:0006974, GO:0007049, GO:0048478, GO:0005634
Gorai.005G151700.1	GO:0016491, GO:0016706, GO:0055114
Gorai.005G152000.1	GO:0005515, GO:0005543, GO:0008060, GO:0008270, GO:0032312
Gorai.005G152100.1	GO:0005515
Gorai.005G152400.1	GO:0003824, GO:0005992
Gorai.005G152900.1	GO:0004842, GO:0016567, GO:0000151
Gorai.005G153000.1	GO:0000156, GO:0000160, GO:0006355, GO:0000155, GO:0007165, GO:0016020, GO:0005524
Gorai.005G153100.1	GO:0016021
Gorai.005G153200.1	GO:0004553, GO:0005975, GO:0016762, GO:0006073, GO:0005618, GO:0048046
Gorai.005G153300.1	GO:0016787, GO:0006541
Gorai.005G153600.1	GO:0016787
Gorai.005G153700.1	GO:0005515
Gorai.005G154100.1	GO:0005543
Gorai.005G154400.1	GO:0016780, GO:0008654, GO:0016020
Gorai.005G154600.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.005G154700.1	GO:0016831, GO:0030170, GO:0019752
Gorai.005G154800.1	GO:0003824, GO:0008152
Gorai.005G154900.1	GO:0003954, GO:0008137, GO:0005739
Gorai.005G155000.1	GO:0003954, GO:0008137, GO:0005739
Gorai.005G155200.1	GO:0043531
Gorai.005G155500.1	GO:0016491, GO:0016706, GO:0055114
Gorai.005G155600.1	GO:0005783, GO:0016021
Gorai.005G155700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G155800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G155900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G156000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G156100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G156300.1	GO:0016787
Gorai.005G156400.1	GO:0003777, GO:0005524, GO:0007018
Gorai.005G156600.1	GO:0005509, GO:0007165, GO:0005578
Gorai.005G156700.1	GO:0000166, GO:0003677, GO:0003887, GO:0006260
Gorai.005G156800.1	GO:0006952, GO:0009607
Gorai.005G156900.1	GO:0000156, GO:0000160, GO:0006355, GO:0003677
Gorai.005G157500.1	GO:0006952
Gorai.005G157800.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386
Gorai.005G158000.1	GO:0005515
Gorai.005G158400.1	GO:0016881
Gorai.005G158600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G158700.1	GO:0016616, GO:0055114
Gorai.005G159000.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G159100.1	GO:0004553, GO:0005975
Gorai.005G159300.1	GO:0045454
Gorai.005G159500.1	GO:0016655, GO:0055114
Gorai.005G159700.1	GO:0045454, GO:0016209, GO:0016491, GO:0055114
Gorai.005G159800.1	GO:0005543
Gorai.005G160000.1	GO:0030599, GO:0042545, GO:0005618, GO:0004857
Gorai.005G160200.1	GO:0004857, GO:0030599
Gorai.005G160300.1	GO:0004553, GO:0005975
Gorai.005G160400.1	GO:0005515
Gorai.005G160700.1	GO:0006952, GO:0009607
Gorai.005G160800.1	GO:0006952, GO:0009607
Gorai.005G161200.1	GO:0005524, GO:0016301, GO:0008152
Gorai.005G161300.1	GO:0004672, GO:0005524, GO:0006468, GO:0016773, GO:0009103, GO:0016020
Gorai.005G161500.1	GO:0004185, GO:0006508
Gorai.005G161600.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386, GO:0003677, GO:0016787
Gorai.005G161800.1	GO:0055085, GO:0016021
Gorai.005G161900.1	GO:0005215, GO:0006810, GO:0016020
Gorai.005G162300.1	GO:0031072
Gorai.005G162400.1	GO:0005524, GO:0044267, GO:0016307, GO:0046488
Gorai.005G162600.1	GO:0003677
Gorai.005G162700.1	GO:0016491, GO:0055114, GO:0005507
Gorai.005G162900.1	GO:0008375, GO:0016020
Gorai.005G163100.1	GO:0055085, GO:0016021
Gorai.005G163200.1	GO:0004751, GO:0009052
Gorai.005G163600.1	GO:0045454, GO:0016972, GO:0055114
Gorai.005G164300.1	GO:0003700, GO:0043565, GO:0006355
Gorai.005G164500.1	GO:0003896, GO:0006269
Gorai.005G164600.1	GO:0003677, GO:0005634
Gorai.005G164900.1	GO:0042301, GO:0015979, GO:0050821, GO:0009523, GO:0016020
Gorai.005G165000.1	GO:0003677, GO:0046983, GO:0003700, GO:0006355, GO:0005634
Gorai.005G165300.1	GO:0032324
Gorai.005G165500.1	GO:0006810, GO:0005622
Gorai.005G165600.1	GO:0000156, GO:0000160, GO:0006355, GO:0000155, GO:0007165, GO:0016020, GO:0005524
Gorai.005G165700.1	GO:0031072
Gorai.005G165900.1	GO:0005515
Gorai.005G166000.1	GO:0015979, GO:0009522, GO:0009579, GO:0016021
Gorai.005G166400.1	GO:0003824, GO:0008152
Gorai.005G166500.1	GO:0003677, GO:0005634
Gorai.005G166600.1	GO:0008270, GO:0005622
Gorai.005G166700.1	GO:0016787
Gorai.005G167000.1	GO:0008270
Gorai.005G167300.1	GO:0009512
Gorai.005G167500.1	GO:0003735, GO:0006412, GO:0005840
Gorai.005G167600.1	GO:0005524, GO:0009507
Gorai.005G167700.1	GO:0003677, GO:0003899, GO:0006351
Gorai.005G167800.1	GO:0003677, GO:0003899, GO:0006351
Gorai.005G168100.1	GO:0045040, GO:0005742
Gorai.005G168200.1	GO:0005515
Gorai.005G168300.1	GO:0003677, GO:0043565, GO:0005622
Gorai.005G168500.1	GO:0006909, GO:0005856
Gorai.005G168600.1	GO:0016020
Gorai.005G168800.1	GO:0005515
Gorai.005G169100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G169300.1	GO:0004842, GO:0016567, GO:0000151
Gorai.005G169400.1	GO:0003676, GO:0008270, GO:0006810
Gorai.005G169800.1	GO:0005506, GO:0051536, GO:0016226
Gorai.005G169900.1	GO:0045454
Gorai.005G170000.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.005G170100.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.005G170200.1	GO:0016702, GO:0046872, GO:0055114, GO:0005515
Gorai.005G170300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G170400.1	GO:0008137, GO:0042773, GO:0055114
Gorai.005G170800.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G171000.1	GO:0006397
Gorai.005G171600.1	GO:0016491, GO:0008152
Gorai.005G171800.1	GO:0005515
Gorai.005G172100.1	GO:0016620, GO:0055114
Gorai.005G172300.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.005G172400.1	GO:0005515, GO:0003677, GO:0006352, GO:0016570, GO:0005634
Gorai.005G172700.1	GO:0004222, GO:0006508
Gorai.005G172800.1	GO:0008601, GO:0007165, GO:0000159
Gorai.005G172900.1	GO:0016747
Gorai.005G173100.1	GO:0016747
Gorai.005G173300.1	GO:0000156, GO:0000160, GO:0006355, GO:0003677
Gorai.005G173400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G173500.1	GO:0016788, GO:0006629
Gorai.005G173800.1	GO:0038032
Gorai.005G173900.1	GO:0016491, GO:0008152
Gorai.005G174100.1	GO:0016491, GO:0008152
Gorai.005G174300.1	GO:0008168, GO:0008152
Gorai.005G174400.1	GO:0003883, GO:0006221
Gorai.005G174900.1	GO:0005515, GO:0005543
Gorai.005G175000.1	GO:0003676
Gorai.005G175100.1	GO:0005515
Gorai.005G175500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.005G176000.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.005G176100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.005G176500.1	GO:0004725, GO:0006470, GO:0008138
Gorai.005G176800.1	GO:0016788, GO:0006629
Gorai.005G176900.1	GO:0016788, GO:0006629
Gorai.005G177000.1	GO:0016788, GO:0006629
Gorai.005G177100.1	GO:0016788, GO:0006629
Gorai.005G177300.1	GO:0005524
Gorai.005G177600.1	GO:0004871, GO:0009416
Gorai.005G177900.1	GO:0003700, GO:0006355
Gorai.005G178200.1	GO:0005515
Gorai.005G178300.1	GO:0005515
Gorai.005G178500.1	GO:0005315, GO:0006817, GO:0016020
Gorai.005G178900.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.005G179100.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.005G179200.1	GO:0003747, GO:0006415
Gorai.005G179400.1	GO:0005515
Gorai.005G179600.1	GO:0016740, GO:0030170, GO:0009058
Gorai.005G179900.1	GO:0004672, GO:0005524, GO:0006468, GO:0016998
Gorai.005G180000.1	GO:0005515, GO:0006886, GO:0016192, GO:0030131
Gorai.005G180100.1	GO:0016740, GO:0030170, GO:0009058, GO:0016846
Gorai.005G180500.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.005G180700.1	GO:0005515
Gorai.005G181000.1	GO:0003723
Gorai.005G181100.1	GO:0003677, GO:0003899, GO:0006351
Gorai.005G181200.1	GO:0006508
Gorai.005G181300.1	GO:0004650, GO:0005975
Gorai.005G181400.1	GO:0004650, GO:0005975
Gorai.005G181500.1	GO:0003824, GO:0008152
Gorai.005G181600.1	GO:0005525, GO:0007264, GO:0004871, GO:0019001, GO:0007186, GO:0005634, GO:0005737, GO:0005622
Gorai.005G181700.1	GO:0045454, GO:0016209, GO:0016491, GO:0055114, GO:0047134
Gorai.005G182100.1	GO:0005515
Gorai.005G182300.1	GO:0004089, GO:0008270
Gorai.005G182400.1	GO:0008270, GO:0016491, GO:0055114
Gorai.005G182900.1	GO:0008081, GO:0046872
Gorai.005G183000.1	GO:0003676, GO:0006397
Gorai.005G183100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G183200.1	GO:0005515, GO:0004842, GO:0016567, GO:0000151
Gorai.005G183300.1	GO:0016491, GO:0008152, GO:0055114
Gorai.005G183500.1	GO:0003824
Gorai.005G183600.1	GO:0003676, GO:0008270
Gorai.005G183800.1	GO:0003824, GO:0005992
Gorai.005G183900.1	GO:0006886, GO:0016192, GO:0030117, GO:0030131
Gorai.005G184300.1	GO:0016020
Gorai.005G184400.1	GO:0016020
Gorai.005G184500.1	GO:0016020
Gorai.005G184600.1	GO:0006952, GO:0009607
Gorai.005G184800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G185300.1	GO:0005215, GO:0006810, GO:0055085, GO:0016020
Gorai.005G185400.1	GO:0005215, GO:0006810, GO:0055085, GO:0016020
Gorai.005G185600.1	GO:0005634
Gorai.005G185700.1	GO:0003676, GO:0004523
Gorai.005G186000.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.005G186100.1	GO:0008308, GO:0006820, GO:0044070, GO:0055085, GO:0005741
Gorai.005G186300.1	GO:0031072
Gorai.005G186600.1	GO:0005515
Gorai.005G187100.1	GO:0008270
Gorai.005G187500.1	GO:0045735
Gorai.005G187600.1	GO:0016757
Gorai.005G187700.1	GO:0016624, GO:0008152, GO:0003824, GO:0030976
Gorai.005G187800.1	GO:0006355, GO:0005634
Gorai.005G187900.1	GO:0008137, GO:0055114
Gorai.005G188100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G188300.1	GO:0005524, GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.005G188500.1	GO:0005524, GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.005G188600.1	GO:0005524, GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.005G188800.1	GO:0005515
Gorai.005G189000.1	GO:0005529, GO:0008378, GO:0006486, GO:0016020
Gorai.005G189300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G189400.1	GO:0016787
Gorai.005G189600.1	GO:0031072, GO:0051082, GO:0006457
Gorai.005G189800.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.005G190100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G190200.1	GO:0008898
Gorai.005G190800.1	GO:0006952, GO:0009607
Gorai.005G190900.1	GO:0005524, GO:0030983, GO:0006298
Gorai.005G191000.1	GO:0006952, GO:0009607
Gorai.005G191200.1	GO:0006952, GO:0009607
Gorai.005G192100.1	GO:0008375, GO:0016020
Gorai.005G192200.1	GO:0016787
Gorai.005G192600.1	GO:0003824
Gorai.005G192800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G193100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G193400.1	GO:0016779, GO:0009058
Gorai.005G193500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G193700.1	GO:0003676, GO:0008270
Gorai.005G194000.1	GO:0004345, GO:0050661, GO:0006006, GO:0055114
Gorai.005G194100.1	GO:0003824, GO:0008152
Gorai.005G194200.1	GO:0016790, GO:0006633
Gorai.005G194400.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.005G194500.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.005G194600.1	GO:0003725, GO:0005622, GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.005G194700.1	GO:0005515, GO:0051087
Gorai.005G194800.1	GO:0005515, GO:0051087
Gorai.005G195000.1	GO:0009055, GO:0015035, GO:0045454
Gorai.005G195100.1	GO:0016021
Gorai.005G195200.1	GO:0008889, GO:0006071
Gorai.005G195300.1	GO:0003677, GO:0006355
Gorai.005G195400.1	GO:0003677, GO:0006355
Gorai.005G195600.1	GO:0003824, GO:0008152
Gorai.005G195700.1	GO:0005515, GO:0005737
Gorai.005G196200.1	GO:0005515
Gorai.005G196500.1	GO:0004185, GO:0006508
Gorai.005G196700.1	GO:0005515, GO:0005543, GO:0008060, GO:0008270, GO:0032312, GO:0005737
Gorai.005G196900.1	GO:0005515, GO:0042393, GO:0008270, GO:0018024, GO:0034968, GO:0005634
Gorai.005G197100.1	GO:0003700, GO:0006355
Gorai.005G197300.1	GO:0005215, GO:0006857, GO:0016020
Gorai.005G197400.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.005G197500.1	GO:0016020
Gorai.005G197800.1	GO:0003700, GO:0006355
Gorai.005G197900.1	GO:0004842, GO:0016567, GO:0000151
Gorai.005G198200.1	GO:0003676
Gorai.005G198300.1	GO:0016627, GO:0055114, GO:0003997, GO:0006635, GO:0005777, GO:0003995
Gorai.005G198800.1	GO:0009055, GO:0015035, GO:0045454
Gorai.005G199000.1	GO:0008276, GO:0006479, GO:0005737
Gorai.005G199100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G199200.1	GO:0005506, GO:0051536, GO:0016226
Gorai.005G199500.1	GO:0005515
Gorai.005G199600.1	GO:0003676
Gorai.005G199800.1	GO:0005783
Gorai.005G199900.1	GO:0016740, GO:0030170, GO:0009058, GO:0016829, GO:0006520
Gorai.005G200100.1	GO:0016740, GO:0030170, GO:0009058, GO:0008152, GO:0016829, GO:0006520
Gorai.005G200200.1	GO:0003700, GO:0006355
Gorai.005G200500.1	GO:0051082, GO:0006457, GO:0016272
Gorai.005G200600.1	GO:0005507, GO:0009055
Gorai.005G200800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G201100.1	GO:0004553, GO:0005975
Gorai.005G201300.1	GO:0016881
Gorai.005G201400.1	GO:0005216, GO:0006811, GO:0055085, GO:0016020
Gorai.005G201500.1	GO:0003843, GO:0006075, GO:0000148, GO:0016020
Gorai.005G202300.1	GO:0005198, GO:0006886, GO:0016192, GO:0030130, GO:0030132
Gorai.005G202400.1	GO:0022857, GO:0055085, GO:0016021
Gorai.005G202800.1	GO:0000398, GO:0005634
Gorai.005G202900.1	GO:0003700, GO:0006355
Gorai.005G203100.1	GO:0008171, GO:0008168, GO:0046983
Gorai.005G203200.1	GO:0008168, GO:0046983
Gorai.005G203500.1	GO:0008171, GO:0008168, GO:0046983
Gorai.005G203600.1	GO:0008171, GO:0008168, GO:0046983
Gorai.005G203700.1	GO:0008171, GO:0008168, GO:0046983
Gorai.005G203800.1	GO:0008171, GO:0008168, GO:0046983
Gorai.005G203900.1	GO:0008171, GO:0008168, GO:0046983
Gorai.005G204100.1	GO:0003824
Gorai.005G204400.1	GO:0005515
Gorai.005G204500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.005G205100.1	GO:0005542, GO:0016740, GO:0008152
Gorai.005G205600.1	GO:0003676
Gorai.005G206300.1	GO:0003677
Gorai.005G206500.1	GO:0016491, GO:0051537, GO:0055114, GO:0009496, GO:0042651
Gorai.005G206600.1	GO:0016491, GO:0051537, GO:0055114, GO:0009496, GO:0042651
Gorai.005G206700.1	GO:0005634
Gorai.005G206800.1	GO:0003677
Gorai.005G207100.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.005G207200.1	GO:0006950
Gorai.005G207300.1	GO:0005515
Gorai.005G207600.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.005G207700.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G207800.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.005G207900.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529, GO:0004674
Gorai.005G208300.1	GO:0004553, GO:0005975, GO:0016762, GO:0006073, GO:0005618, GO:0048046
Gorai.005G208400.1	GO:0003824
Gorai.005G208500.1	GO:0004871, GO:0009416
Gorai.005G208600.1	GO:0005515
Gorai.005G208800.1	GO:0003677, GO:0046983
Gorai.005G208900.1	GO:0016161, GO:0000272
Gorai.005G209000.1	GO:0008270, GO:0005622
Gorai.005G209100.1	GO:0005515
Gorai.005G209200.1	GO:0019901, GO:0000079
Gorai.005G209800.1	GO:0016757, GO:0016020
Gorai.005G209900.1	GO:0016757, GO:0016020
Gorai.005G210000.1	GO:0000166, GO:0004813, GO:0005524, GO:0006419, GO:0005737, GO:0016876, GO:0043039
Gorai.005G210100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.005G210200.1	GO:0004553, GO:0005975, GO:0030246
Gorai.005G210700.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.005G211000.1	GO:0033014
Gorai.005G211100.1	GO:0003824, GO:0008152
Gorai.005G211200.1	GO:0003824, GO:0008152, GO:0005488
Gorai.005G211300.1	GO:0005515
Gorai.005G212000.1	GO:0004152, GO:0006222, GO:0055114
Gorai.005G212100.1	GO:0003774, GO:0005524, GO:0016459, GO:0005515
Gorai.005G212900.1	GO:0003677
Gorai.005G213000.1	GO:0005509, GO:0007165, GO:0005578
Gorai.005G213100.1	GO:0016787, GO:0003824
Gorai.005G213300.1	GO:0008308, GO:0006820, GO:0044070, GO:0055085, GO:0005741
Gorai.005G213400.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386
Gorai.005G213700.1	GO:0016787
Gorai.005G213900.1	GO:0003824, GO:0051536
Gorai.005G214000.1	GO:0000287, GO:0004743, GO:0030955, GO:0006096
Gorai.005G214100.1	GO:0004553, GO:0005975
Gorai.005G214200.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.005G214300.1	GO:0008937, GO:0015979, GO:0009536
Gorai.005G214400.1	GO:0005515
Gorai.005G214700.1	GO:0008152
Gorai.005G214800.1	GO:0005515
Gorai.005G214900.1	GO:0016020, GO:0055085
Gorai.005G215500.1	GO:0004420, GO:0050662, GO:0015936, GO:0055114
Gorai.005G215600.1	GO:0004420, GO:0050662, GO:0015936, GO:0055114
Gorai.005G215700.1	GO:0004420, GO:0050662, GO:0015936, GO:0055114
Gorai.005G215800.1	GO:0004420, GO:0050662, GO:0015936, GO:0055114
Gorai.005G215900.1	GO:0005086, GO:0032012, GO:0005622
Gorai.005G216200.1	GO:0016787, GO:0008152
Gorai.005G216500.1	GO:0004672, GO:0005524, GO:0006468, GO:0016773, GO:0009103, GO:0016020
